instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
74,2012-05-14,2,1,5,23,0,1,1,2,19.26,78.0,7.002,75
75,2011-03-19,1,0,3,9,0,6,0,1,11.74,44.0,31.001,76
76,2011-03-07,1,0,3,14,0,1,1,1,7.04,36.0,27.999,77
77,2011-03-24,2,0,3,21,0,4,1,1,4.22,65.0,15.001,78
78,2011-03-21,2,0,3,11,0,1,1,2,11.74,71.0,19.999,79
79,2012-06-09,2,1,6,6,0,6,0,1,18.32,64.0,7.002,80
80,2012-10-15,4,1,10,23,0,1,1,1,13.62,63.0,15.001,81
81,2011-02-04,1,0,2,13,0,5,1,2,4.22,50.0,15.001,82
82,2011-03-28,2,0,3,13,0,1,1,2,6.1,24.0,15.001,83
83,2012-11-13,4,1,11,23,0,2,1,1,4.22,56.0,19.999,84
84,2012-01-03,1,1,1,6,0,2,1,1,-1.42,59.0,19.001,85
85,2011-01-06,1,0,1,16,0,4,1,1,4.22,38.0,11.001,86
86,2012-11-08,4,1,11,23,0,4,1,1,7.98,46.0,23.999,87
87,2011-08-27,3,0,8,11,0,6,0,3,23.02,89.0,27.999,88
88,2011-08-07,3,0,8,8,0,0,0,1,25.84,79.0,12.998,89
89,2012-10-27,4,1,10,2,0,6,0,2,15.5,88.0,12.998,90
90,2011-04-30,2,0,4,8,0,6,0,1,10.8,54.0,19.999,91
91,2011-04-12,2,0,4,12,0,2,1,2,18.32,64.0,31.001,92
92,2011-01-02,1,0,1,12,0,0,0,2,8.92,66.0,19.999,93
93,2011-10-03,4,0,10,6,0,1,1,2,8.92,71.0,0.0,94
94,2011-06-25,3,0,6,1,0,6,0,1,23.02,50.0,11.001,95
95,2011-07-22,3,0,7,6,0,5,1,1,27.72,75.0,6.003,96
96,2012-01-11,1,1,1,10,0,3,1,2,3.28,87.0,8.998,97
97,2011-05-22,2,0,5,1,0,0,0,1,16.44,94.0,8.998,98
98,2012-01-11,1,1,1,11,0,3,1,2,4.22,87.0,6.003,99
99,2012-03-18,1,1,3,22,0,0,0,1,15.5,77.0,7.002,100
100,2011-11-12,4,0,11,8,0,6,0,1,4.22,70.0,12.998,101
101,2012-01-14,1,1,1,19,0,6,0,1,1.4,47.0,15.001,102
102,2011-04-12,2,0,4,20,0,2,1,2,11.74,82.0,19.001,103
103,2012-03-24,2,1,3,21,0,6,0,3,12.68,100.0,12.998,104
104,2011-01-16,1,0,1,17,0,0,0,1,2.34,37.0,16.998,105
105,2011-09-25,4,0,9,2,0,0,0,3,20.2,94.0,0.0,106
106,2011-10-16,4,0,10,0,0,0,0,1,13.62,44.0,8.998,107
107,2012-12-09,4,1,12,20,0,0,0,3,8.92,100.0,6.003,108
108,2011-01-28,1,0,1,18,0,5,1,1,3.28,75.0,12.998,109
109,2012-12-16,4,1,12,0,0,0,0,2,8.92,62.0,0.0,110
110,2012-01-19,1,1,1,12,0,4,1,1,1.4,51.0,12.998,111
111,2011-05-10,2,0,5,6,0,2,1,1,11.74,67.0,8.998,112
112,2012-08-12,3,1,8,1,0,0,0,1,21.14,78.0,8.998,113
113,2011-12-06,4,0,12,21,0,2,1,2,12.68,100.0,12.998,114
114,2011-07-12,3,0,7,6,0,2,1,1,26.78,58.0,15.001,115
115,2011-02-21,1,0,2,14,1,1,0,2,7.04,76.0,16.998,116
116,2011-04-23,2,0,4,23,0,6,0,2,17.38,88.0,11.001,117
117,2011-11-05,4,0,11,21,0,6,0,1,7.04,66.0,0.0,118
118,2012-01-21,1,1,1,15,0,6,0,3,1.4,80.0,12.998,119
119,2012-08-12,3,1,8,0,0,0,0,2,22.08,73.0,8.998,120
120,2012-06-03,2,1,6,1,0,0,0,1,17.38,56.0,8.998,121
121,2011-04-19,2,0,4,21,0,2,1,2,15.5,72.0,8.998,122
122,2011-02-02,1,0,2,9,0,3,1,2,3.28,93.0,6.003,123
123,2012-10-30,4,1,10,17,0,2,1,3,6.1,87.0,15.001,124
124,2011-10-15,4,0,10,8,0,6,0,1,13.62,59.0,19.001,125
125,2012-12-10,4,1,12,22,0,1,1,2,15.5,82.0,15.001,126
126,2011-12-19,4,0,12,21,0,1,1,2,8.92,53.0,8.998,127
127,2011-03-08,1,0,3,7,0,2,1,1,0.46,64.0,8.998,128
128,2011-12-31,1,0,12,17,0,6,0,1,11.74,54.0,12.998,129
129,2011-10-01,4,0,10,0,0,6,0,1,15.5,63.0,26.003,130
130,2012-06-26,3,1,6,23,0,2,1,1,21.14,41.0,8.998,131
131,2011-12-12,4,0,12,15,0,1,1,2,7.04,57.0,7.002,132
132,2012-03-24,2,1,3,19,0,6,0,3,13.62,94.0,8.998,133
133,2011-01-07,1,0,1,9,0,5,1,1,1.4,47.0,19.999,134
134,2011-10-26,4,0,10,22,0,3,1,2,14.56,88.0,6.003,135
135,2011-03-23,2,0,3,16,0,3,1,2,10.8,76.0,15.001,136
136,2011-04-21,2,0,4,22,0,4,1,1,11.74,38.0,6.003,137
137,2011-07-04,3,0,7,23,1,1,0,2,25.84,70.0,7.002,138
138,2012-11-05,4,1,11,6,0,1,1,2,6.1,49.0,19.001,139
139,2011-07-01,3,0,7,23,0,5,1,1,23.96,47.0,6.003,140
140,2012-03-09,1,1,3,21,0,5,1,1,8.92,34.0,22.003,141
141,2011-07-07,3,0,7,11,0,4,1,1,30.54,52.0,8.998,142
142,2011-07-10,3,0,7,22,0,0,0,1,26.78,66.0,15.001,143
143,2011-09-13,3,0,9,22,0,2,1,1,22.08,78.0,8.998,144
144,2012-05-20,2,1,5,22,0,0,0,1,21.14,73.0,22.003,145
145,2012-10-15,4,1,10,13,0,1,1,2,18.32,88.0,15.001,146
146,2011-03-13,1,0,3,18,0,0,0,1,10.8,43.0,23.999,147
147,2011-04-26,2,0,4,22,0,2,1,2,20.2,83.0,12.998,148
148,2011-03-18,1,0,3,20,0,5,1,1,21.14,46.0,8.998,149
149,2011-06-27,3,0,6,10,0,1,1,2,25.84,54.0,8.998,150
150,2011-08-25,3,0,8,11,0,4,1,3,24.9,79.0,0.0,151
151,2012-01-09,1,1,1,17,0,1,1,3,2.34,87.0,0.0,152
152,2012-11-15,4,1,11,22,0,4,1,2,7.04,66.0,11.001,153
153,2011-12-20,4,0,12,15,0,2,1,2,12.68,54.0,0.0,154
154,2012-02-08,1,1,2,17,0,3,1,3,3.28,87.0,7.002,155
155,2011-12-23,1,0,12,9,0,5,1,1,10.8,66.0,19.999,156
156,2011-08-02,3,0,8,12,0,2,1,1,32.42,30.0,19.001,157
157,2012-04-27,2,1,4,22,0,5,1,1,11.74,38.0,16.998,158
158,2011-08-17,3,0,8,15,0,3,1,1,29.6,43.0,8.998,159
159,2011-11-12,4,0,11,9,0,6,0,1,6.1,61.0,11.001,160
160,2012-06-19,2,1,6,6,0,2,1,2,20.2,78.0,7.002,161
161,2011-11-03,4,0,11,15,0,4,1,1,16.44,52.0,11.001,162
162,2011-03-27,2,0,3,12,0,0,0,2,4.22,44.0,15.001,163
163,2011-05-19,2,0,5,11,0,4,1,3,17.38,88.0,11.001,164
164,2012-11-04,4,1,11,1,0,0,0,1,4.22,81.0,6.003,165
165,2012-09-02,3,1,9,22,0,0,0,3,23.96,83.0,8.998,166
166,2011-06-19,2,0,6,21,0,0,0,1,23.96,79.0,8.998,167
167,2011-09-30,4,0,9,10,0,5,1,1,20.2,64.0,0.0,168
168,2011-10-18,4,0,10,14,0,2,1,2,21.14,41.0,11.001,169
169,2011-10-31,4,0,10,12,0,1,1,1,11.74,44.0,15.001,170
170,2011-10-27,4,0,10,9,0,4,1,2,15.5,82.0,11.001,171
171,2012-09-04,3,1,9,6,0,2,1,2,23.96,89.0,7.002,172
172,2011-12-04,4,0,12,19,0,0,0,1,9.86,76.0,0.0,173
173,2012-05-01,2,1,5,10,0,2,1,1,21.14,78.0,16.998,174
174,2012-10-10,4,1,10,6,0,3,1,2,13.62,88.0,6.003,175
175,2012-01-02,1,1,1,13,1,1,0,1,6.1,36.0,19.999,176
176,2012-01-31,1,1,1,15,0,2,1,1,17.38,26.0,30.003,177
177,2011-09-14,3,0,9,13,0,3,1,1,27.72,55.0,16.998,178
178,2011-06-20,2,0,6,13,0,1,1,1,22.08,65.0,7.002,179
179,2012-09-23,4,1,9,0,0,0,0,1,21.14,38.0,16.998,180
180,2011-10-13,4,0,10,20,0,4,1,1,21.14,83.0,19.001,181
181,2011-05-25,2,0,5,15,0,3,1,1,27.72,52.0,16.998,182
182,2011-06-07,2,0,6,15,0,2,1,2,30.54,41.0,22.003,183
183,2012-02-14,1,1,2,20,0,2,1,2,9.86,46.0,8.998,184
184,2012-10-07,4,1,10,10,0,0,0,2,11.74,67.0,12.998,185
185,2011-06-23,3,0,6,13,0,4,1,2,27.72,62.0,19.001,186
186,2011-12-09,4,0,12,14,0,5,1,1,9.86,46.0,19.001,187
187,2011-05-06,2,0,5,9,0,5,1,1,13.62,67.0,19.001,188
188,2012-10-13,4,1,10,22,0,6,0,1,10.8,62.0,0.0,189
189,2012-06-20,2,1,6,14,0,3,1,1,33.36,39.0,12.998,190
190,2011-05-12,2,0,5,14,0,4,1,2,21.14,61.0,15.001,191
191,2012-10-31,4,1,10,21,0,3,1,2,10.8,50.0,12.998,192
192,2012-11-10,4,1,11,22,0,6,0,1,9.86,71.0,6.003,193
193,2011-08-10,3,0,8,15,0,3,1,1,32.42,30.0,22.003,194
194,2011-06-28,3,0,6,21,0,2,1,1,26.78,66.0,19.001,195
195,2012-07-03,3,1,7,21,0,2,1,2,24.9,70.0,19.001,196
196,2011-04-20,2,0,4,9,0,3,1,1,23.02,61.0,19.001,197
197,2012-08-23,3,1,8,22,0,4,1,2,23.96,61.0,7.002,198
198,2012-01-22,1,1,1,13,0,0,0,2,-0.48,80.0,8.998,199
199,2011-10-25,4,0,10,14,0,2,1,1,18.32,40.0,16.998,200
200,2011-04-09,2,0,4,15,0,6,0,2,8.92,87.0,0.0,201
201,2011-06-25,3,0,6,21,0,6,0,1,23.96,51.0,11.001,202
202,2011-11-08,4,0,11,12,0,2,1,1,16.44,52.0,8.998,203
203,2012-10-13,4,1,10,21,0,6,0,1,10.8,58.0,12.998,204
204,2012-02-17,1,1,2,13,0,5,1,1,10.8,43.0,23.999,205
205,2011-10-24,4,0,10,14,0,1,1,2,17.38,64.0,12.998,206
206,2012-04-23,2,1,4,7,0,1,1,3,6.1,81.0,16.998,207
207,2011-12-19,4,0,12,16,0,1,1,1,10.8,40.0,16.998,208
208,2012-10-02,4,1,10,15,0,2,1,3,21.14,83.0,8.998,209
209,2011-07-28,3,0,7,9,0,4,1,1,28.66,59.0,12.998,210
210,2011-08-04,3,0,8,21,0,4,1,2,24.9,74.0,12.998,211
211,2012-01-25,1,1,1,13,0,3,1,1,7.98,49.0,8.998,212
212,2012-11-15,4,1,11,12,0,4,1,2,8.92,62.0,7.002,213
213,2012-03-03,1,1,3,11,0,6,0,2,10.8,87.0,6.003,214
214,2012-09-08,3,1,9,19,0,6,0,3,19.26,88.0,7.002,215
215,2012-04-24,2,1,4,14,0,2,1,1,15.5,25.0,26.003,216
216,2012-02-21,1,1,2,9,0,2,1,1,1.4,75.0,7.002,217
217,2012-10-01,4,1,10,21,0,1,1,2,17.38,73.0,8.998,218
218,2011-11-09,4,0,11,20,0,3,1,1,12.68,77.0,0.0,219
219,2012-07-07,3,1,7,22,0,6,0,1,31.48,59.0,12.998,220
220,2011-06-29,3,0,6,21,0,3,1,1,25.84,39.0,15.001,221
221,2012-06-15,2,1,6,23,0,5,1,1,21.14,53.0,16.998,222
222,2012-07-15,3,1,7,21,0,0,0,1,25.84,79.0,6.003,223
223,2012-10-19,4,1,10,10,0,5,1,2,19.26,88.0,12.998,224
224,2012-06-23,3,1,6,23,0,6,0,1,25.84,44.0,0.0,225
225,2012-07-29,3,1,7,9,0,0,0,1,25.84,62.0,16.998,226
226,2012-06-01,2,1,6,17,0,5,1,3,24.9,70.0,16.998,227
227,2011-08-18,3,0,8,9,0,4,1,1,25.84,66.0,16.998,228
228,2012-03-21,2,1,3,12,0,3,1,2,17.38,77.0,0.0,229
229,2011-11-26,4,0,11,11,0,6,0,1,10.8,62.0,7.002,230
230,2011-08-21,3,0,8,9,0,0,0,1,25.84,74.0,15.001,231
231,2012-02-28,1,1,2,9,0,2,1,1,5.16,45.0,23.999,232
232,2011-07-29,3,0,7,16,0,5,1,1,37.12,30.0,26.003,233
233,2012-05-11,2,1,5,22,0,5,1,1,18.32,35.0,15.001,234
234,2012-04-18,2,1,4,16,0,3,1,2,11.74,77.0,15.001,235
235,2011-08-24,3,0,8,13,0,3,1,1,27.72,48.0,27.999,236
236,2011-03-16,1,0,3,18,0,3,1,2,12.68,54.0,15.001,237
237,2011-12-20,4,0,12,16,0,2,1,1,12.68,54.0,0.0,238
238,2012-07-16,3,1,7,13,0,1,1,1,31.48,49.0,19.001,239
239,2012-12-21,1,1,12,13,0,5,1,2,7.04,39.0,27.999,240
240,2011-04-01,2,0,4,18,0,5,1,1,7.98,46.0,22.003,241
241,2012-12-13,4,1,12,14,0,4,1,1,8.92,34.0,11.001,242
242,2012-03-21,2,1,3,15,0,3,1,2,18.32,78.0,0.0,243
243,2011-03-12,1,0,3,16,0,6,0,1,13.62,41.0,30.003,244
244,2011-12-14,4,0,12,16,0,3,1,2,9.86,54.0,7.002,245
245,2011-05-06,2,0,5,12,0,5,1,1,18.32,49.0,23.999,246
246,2011-12-14,4,0,12,7,0,3,1,1,5.16,75.0,0.0,247
247,2011-03-26,2,0,3,16,0,6,0,1,7.98,23.0,12.998,248
248,2012-07-10,3,1,7,11,0,2,1,1,29.6,46.0,12.998,249
249,2011-07-08,3,0,7,20,0,5,1,1,23.02,83.0,11.001,250
250,2011-09-16,3,0,9,12,0,5,1,2,16.44,45.0,0.0,251
251,2011-05-28,2,0,5,19,0,6,0,1,24.9,65.0,12.998,252
252,2011-09-20,3,0,9,20,0,2,1,1,18.32,94.0,0.0,253
253,2012-04-20,2,1,4,11,0,5,1,1,17.38,68.0,11.001,254
254,2011-02-16,1,0,2,17,0,3,1,1,13.62,28.0,19.001,255
255,2012-08-31,3,1,8,10,0,5,1,1,27.72,62.0,6.003,256
256,2012-07-31,3,1,7,22,0,2,1,1,23.96,74.0,16.998,257
257,2011-08-15,3,0,8,7,0,1,1,1,20.2,88.0,16.998,258
258,2012-03-25,2,1,3,20,0,0,0,1,14.56,77.0,15.001,259
259,2011-06-30,3,0,6,9,0,4,1,1,24.9,42.0,15.001,260
260,2012-09-03,3,1,9,20,1,1,0,1,25.84,76.0,7.002,261
261,2012-11-22,4,1,11,12,1,4,0,1,12.68,35.0,0.0,262
262,2012-05-16,2,1,5,14,0,3,1,1,25.84,42.0,6.003,263
263,2011-07-03,3,0,7,10,0,0,0,1,26.78,66.0,11.001,264
264,2012-04-18,2,1,4,9,0,3,1,3,14.56,44.0,19.999,265
265,2011-09-30,4,0,9,14,0,5,1,2,22.08,47.0,19.999,266
266,2012-10-04,4,1,10,14,0,4,1,1,24.9,61.0,16.998,267
267,2011-12-14,4,0,12,19,0,3,1,2,8.92,62.0,7.002,268
268,2012-05-05,2,1,5,21,0,6,0,2,19.26,78.0,15.001,269
269,2012-08-02,3,1,8,15,0,4,1,1,28.66,62.0,31.001,270
270,2012-12-28,1,1,12,17,0,5,1,1,3.28,60.0,8.998,271
271,2012-03-22,2,1,3,12,0,4,1,2,17.38,88.0,12.998,272
272,2012-11-07,4,1,11,16,0,3,1,2,7.04,53.0,23.999,273
273,2012-06-04,2,1,6,13,0,1,1,1,22.08,41.0,23.999,274
274,2012-03-23,2,1,3,10,0,5,1,2,18.32,88.0,7.002,275
275,2011-03-21,2,0,3,18,0,1,1,2,16.44,72.0,15.001,276
276,2012-09-26,4,1,9,14,0,3,1,1,26.78,48.0,19.001,277
277,2012-01-24,1,1,1,16,0,2,1,1,10.8,71.0,8.998,278
278,2011-04-30,2,0,4,10,0,6,0,1,14.56,44.0,26.003,279
279,2011-08-16,3,0,8,20,0,2,1,1,26.78,51.0,0.0,280
280,2012-02-08,1,1,2,7,0,3,1,2,3.28,70.0,7.002,281
281,2012-08-27,3,1,8,15,0,1,1,1,29.6,55.0,19.999,282
282,2012-04-04,2,1,4,12,0,3,1,2,20.2,46.0,27.999,283
283,2012-03-20,1,1,3,13,0,2,1,1,20.2,78.0,12.998,284
284,2011-02-17,1,0,2,8,0,4,1,1,7.04,57.0,6.003,285
285,2012-03-01,1,1,3,9,0,4,1,1,13.62,77.0,16.998,286
286,2012-08-06,3,1,8,14,0,1,1,1,30.54,46.0,0.0,287
287,2011-04-10,2,0,4,16,0,0,0,2,16.44,72.0,11.001,288
288,2012-05-26,2,1,5,9,0,6,0,1,22.08,83.0,12.998,289
289,2011-08-04,3,0,8,16,0,4,1,1,27.72,62.0,22.003,290
290,2012-10-11,4,1,10,13,0,4,1,1,15.5,31.0,7.002,291
291,2011-09-13,3,0,9,16,0,2,1,1,26.78,51.0,15.001,292
292,2012-07-04,3,1,7,9,1,3,0,1,27.72,52.0,0.0,293
293,2011-05-14,2,0,5,15,0,6,0,2,17.38,94.0,11.001,294
294,2012-09-21,3,1,9,22,0,5,1,1,20.2,73.0,12.998,295
295,2012-09-27,4,1,9,15,0,4,1,2,27.72,45.0,0.0,296
296,2012-10-10,4,1,10,13,0,3,1,1,18.32,49.0,0.0,297
297,2012-07-08,3,1,7,15,0,0,0,3,35.24,42.0,19.001,298
298,2012-04-08,2,1,4,10,0,0,0,1,15.5,25.0,15.001,299
299,2012-09-24,4,1,9,15,0,1,1,1,20.2,31.0,0.0,300
300,2012-03-08,1,1,3,9,0,4,1,1,13.62,72.0,31.001,301
301,2011-10-06,4,0,10,7,0,4,1,1,11.74,62.0,12.998,302
302,2012-10-23,4,1,10,13,0,2,1,2,22.08,44.0,0.0,303
303,2011-12-06,4,0,12,18,0,2,1,2,13.62,100.0,19.001,304
304,2012-09-25,4,1,9,13,0,2,1,1,22.08,47.0,16.998,305
305,2012-02-28,1,1,2,19,0,2,1,1,11.74,26.0,0.0,306
306,2011-06-25,3,0,6,18,0,6,0,1,25.84,45.0,16.998,307
307,2011-10-28,4,0,10,16,0,5,1,2,8.92,46.0,11.001,308
308,2011-08-31,3,0,8,16,0,3,1,1,26.78,42.0,8.998,309
309,2012-08-02,3,1,8,13,0,4,1,1,32.42,44.0,15.001,310
310,2011-08-21,3,0,8,18,0,0,0,1,25.84,79.0,16.998,311
311,2012-08-04,3,1,8,20,0,6,0,1,30.54,52.0,19.999,312
312,2011-03-17,1,0,3,17,0,4,1,1,15.5,42.0,12.998,313
313,2012-03-28,2,1,3,9,0,3,1,1,10.8,43.0,30.003,314
314,2012-08-10,3,1,8,12,0,5,1,2,26.78,66.0,23.999,315
315,2012-08-22,3,1,8,15,0,3,1,1,27.72,48.0,8.998,316
316,2011-10-18,4,0,10,19,0,2,1,1,18.32,60.0,7.002,317
317,2011-10-20,4,0,10,7,0,4,1,1,11.74,77.0,30.003,318
318,2011-05-20,2,0,5,7,0,5,1,1,15.5,77.0,11.001,319
319,2012-06-13,2,1,6,14,0,3,1,2,25.84,37.0,27.999,320
320,2011-05-30,2,0,5,11,1,1,0,1,30.54,52.0,0.0,321
321,2012-04-28,2,1,4,17,0,6,0,2,11.74,41.0,8.998,322
322,2011-07-18,3,0,7,20,0,1,1,1,28.66,59.0,15.001,323
323,2011-12-15,4,0,12,17,0,4,1,2,16.44,59.0,19.001,324
324,2011-11-26,4,0,11,13,0,6,0,1,14.56,44.0,0.0,325
325,2011-06-13,2,0,6,16,0,1,1,1,24.9,37.0,27.999,326
326,2012-02-22,1,1,2,19,0,3,1,2,13.62,44.0,19.001,327
327,2012-07-16,3,1,7,21,0,1,1,1,27.72,66.0,8.998,328
328,2011-09-20,3,0,9,7,0,2,1,2,17.38,88.0,11.001,329
329,2012-09-15,3,1,9,20,0,6,0,1,20.2,43.0,6.003,330
330,2012-04-09,2,1,4,7,0,1,1,1,11.74,28.0,12.998,331
331,2012-06-24,3,1,6,20,0,0,0,1,28.66,46.0,16.998,332
332,2012-05-06,2,1,5,10,0,0,0,2,17.38,77.0,7.002,333
333,2012-09-26,4,1,9,9,0,3,1,1,20.2,64.0,12.998,334
334,2012-09-27,4,1,9,9,0,4,1,1,23.02,65.0,0.0,335
335,2011-06-29,3,0,6,7,0,3,1,1,24.9,54.0,15.001,336
336,2011-08-30,3,0,8,16,0,2,1,1,26.78,37.0,11.001,337
337,2012-08-30,3,1,8,15,0,4,1,1,29.6,46.0,11.001,338
338,2012-03-03,1,1,3,13,0,6,0,1,12.68,51.0,19.001,339
339,2012-09-10,3,1,9,14,0,1,1,1,23.02,36.0,19.001,340
340,2012-04-03,2,1,4,7,0,2,1,1,7.04,66.0,6.003,341
341,2012-03-13,1,1,3,9,0,2,1,1,14.56,82.0,19.001,342
342,2011-12-03,4,0,12,14,0,6,0,1,8.92,46.0,0.0,343
343,2012-06-20,2,1,6,21,0,3,1,1,31.48,44.0,6.003,344
344,2011-10-30,4,0,10,13,0,0,0,1,10.8,43.0,15.001,345
345,2011-09-02,3,0,9,15,0,5,1,2,24.9,61.0,16.998,346
346,2011-08-17,3,0,8,19,0,3,1,1,27.72,55.0,15.001,347
347,2012-09-08,3,1,9,9,0,6,0,1,24.9,74.0,26.003,348
348,2011-06-03,2,0,6,16,0,5,1,1,25.84,26.0,22.003,349
349,2012-05-13,2,1,5,10,0,0,0,1,20.2,60.0,16.998,350
350,2012-05-11,2,1,5,7,0,5,1,1,11.74,50.0,16.998,351
351,2012-07-31,3,1,7,21,0,2,1,1,23.96,79.0,12.998,352
352,2012-04-12,2,1,4,16,0,4,1,1,14.56,31.0,19.001,353
353,2012-07-21,3,1,7,13,0,6,0,3,20.2,83.0,11.001,354
354,2012-10-11,4,1,10,9,0,4,1,1,10.8,43.0,26.003,355
355,2012-08-19,3,1,8,16,0,0,0,2,23.02,65.0,0.0,356
