instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
29,2011-08-08,3,0,8,0,0,1,1,1,29.43,80.62,8.56,30
30,2011-04-03,2,0,4,23,0,0,0,1,20.4,50.06,9.88,31
31,2011-07-07,3,0,7,5,0,4,1,1,27.8,89.0,8.12,32
32,2011-02-16,1,0,2,6,0,3,1,1,14.16,55.5,15.38,33
33,2011-01-08,1,0,1,22,0,6,0,1,11.41,37.12,28.38,34
34,2011-01-01,1,0,1,18,0,6,0,3,21.02,88.44,16.87,35
35,2011-10-29,4,0,10,23,0,6,0,1,14.82,87.0,13.75,36
36,2012-04-08,2,1,4,7,0,0,0,1,20.05,28.12,12.56,37
37,2011-08-24,3,0,8,0,0,3,1,1,26.95,57.75,7.88,38
38,2012-11-05,4,1,11,5,0,1,1,2,17.3,50.5,20.94,39
39,2011-05-04,2,0,5,9,0,3,1,3,18.42,93.69,21.19,40
40,2012-09-10,3,1,9,0,0,1,1,1,25.05,56.0,15.31,41
41,2012-09-02,3,1,9,3,0,0,0,1,28.46,89.0,3.38,42
42,2012-01-15,1,1,1,2,0,0,0,2,12.96,47.56,22.44,43
43,2011-04-12,2,0,4,14,0,2,1,2,23.19,80.37,23.19,44
44,2012-12-29,1,1,12,11,0,6,0,3,14.08,97.25,2.81,45
45,2011-10-23,4,0,10,3,0,0,0,1,18.58,87.0,0.38,46
46,2011-06-05,2,0,6,3,0,0,0,2,27.18,65.5,11.13,47
47,2012-08-12,3,1,8,3,0,0,0,1,27.49,71.75,5.38,48
48,2012-08-01,3,1,8,5,0,3,1,2,27.84,77.69,9.0,49
49,2011-05-27,2,0,5,1,0,5,1,1,29.47,58.56,18.25,50
50,2011-02-01,1,0,2,11,0,2,1,2,13.93,85.56,0.0,51
51,2011-07-02,3,0,7,2,0,6,0,1,27.84,52.44,0.0,52
52,2012-12-26,1,1,12,17,0,3,1,3,16.33,93.75,22.44,53
53,2011-04-07,2,0,4,23,0,4,1,1,19.47,76.0,16.62,54
54,2011-05-28,2,0,5,1,0,6,0,1,25.67,91.37,13.12,55
55,2011-11-16,4,0,11,6,0,3,1,2,22.26,94.0,2.94,56
56,2011-05-16,2,0,5,23,0,1,1,1,25.36,88.0,3.0,57
57,2011-03-13,1,0,3,21,0,0,0,1,17.34,55.37,19.75,58
58,2012-04-23,2,1,4,23,0,1,1,1,17.92,75.69,9.87,59
59,2011-12-10,4,0,12,2,0,6,0,2,16.76,60.19,5.63,60
60,2012-04-22,2,1,4,12,0,0,0,3,19.78,84.19,23.25,61
61,2011-10-16,4,0,10,23,0,0,0,1,25.01,54.31,24.75,62
62,2011-01-11,1,0,1,14,0,2,1,2,13.58,69.12,5.44,63
63,2011-05-02,2,0,5,23,0,1,1,2,25.28,83.94,14.69,64
64,2012-03-25,2,1,3,23,0,0,0,1,22.92,82.0,9.62,65
65,2012-05-20,2,1,5,3,0,0,0,1,24.43,62.0,6.32,66
66,2011-02-23,1,0,2,12,0,3,1,1,16.68,31.06,5.88,67
67,2011-02-26,1,0,2,21,0,6,0,1,16.64,70.56,16.12,68
68,2012-01-14,1,1,1,21,0,6,0,1,13.23,44.94,21.06,69
69,2012-12-08,4,1,12,2,0,6,0,2,19.16,93.0,8.44,70
70,2011-10-30,4,0,10,22,0,0,0,1,16.64,81.56,0.0,71
71,2011-06-19,2,0,6,2,0,0,0,1,28.73,76.81,7.5,72
72,2012-08-05,3,1,8,2,0,0,0,1,30.63,72.0,18.69,73
73,2012-02-18,1,1,2,23,0,6,0,2,18.81,39.5,25.19,74
74,2012-03-02,1,1,3,22,0,5,1,2,19.16,86.62,0.75,75
75,2012-11-24,4,1,11,22,0,6,0,1,15.48,43.81,15.0,76
76,2011-08-13,3,0,8,1,0,6,0,2,29.12,56.87,2.38,77
77,2011-07-03,3,0,7,1,0,0,0,2,29.74,59.25,12.19,78
78,2011-10-30,4,0,10,21,0,0,0,1,17.65,70.31,0.0,79
79,2012-03-25,2,1,3,0,0,0,0,2,21.33,97.0,17.81,80
80,2011-05-10,2,0,5,23,0,2,1,2,24.16,57.0,9.25,81
81,2011-03-02,1,0,3,12,0,3,1,1,22.03,33.5,4.69,82
82,2011-01-13,1,0,1,13,0,4,1,1,14.82,41.0,28.5,83
83,2011-01-30,1,0,1,13,0,0,0,1,16.6,61.87,6.88,84
84,2011-03-31,2,0,3,20,0,4,1,3,16.64,93.37,15.25,85
85,2011-12-25,1,0,12,16,0,0,0,1,18.93,58.19,7.38,86
86,2012-02-06,1,1,2,22,0,1,1,1,17.26,65.19,8.62,87
87,2011-03-15,1,0,3,14,0,2,1,2,19.82,43.62,19.38,88
88,2011-01-05,1,0,1,16,0,3,1,1,16.37,33.0,9.31,89
89,2012-12-31,1,1,12,21,0,1,1,1,16.06,57.44,10.0,90
90,2012-02-25,1,1,2,23,0,6,0,1,15.44,41.0,25.94,91
91,2012-03-02,1,1,3,6,0,5,1,1,17.34,69.69,0.38,92
92,2012-07-01,3,1,7,1,0,0,0,1,30.59,71.62,7.88,93
93,2011-09-11,3,0,9,8,0,0,0,1,28.15,75.94,0.0,94
94,2011-11-29,4,0,11,22,0,2,1,1,19.47,79.56,23.06,95
95,2011-05-01,2,0,5,0,0,0,0,1,20.98,67.5,6.44,96
96,2011-06-09,2,0,6,23,0,4,1,2,30.32,60.94,13.0,97
97,2011-05-21,2,0,5,0,0,6,0,1,24.12,74.81,2.81,98
98,2011-04-21,2,0,4,23,0,4,1,1,19.74,53.37,9.81,99
99,2011-03-16,1,0,3,14,0,3,1,2,20.4,76.0,16.75,100
100,2011-03-21,2,0,3,14,0,1,1,2,25.17,61.81,14.75,101
101,2012-04-21,2,1,4,21,0,6,0,3,23.23,82.0,23.44,102
102,2011-05-19,2,0,5,6,0,4,1,2,23.5,97.75,0.0,103
103,2011-11-28,4,0,11,6,0,1,1,1,21.06,84.31,3.38,104
104,2012-01-27,1,1,1,11,0,5,1,2,23.19,92.44,8.62,105
105,2011-05-18,2,0,5,10,0,3,1,3,24.66,91.31,11.75,106
106,2012-02-15,1,1,2,22,0,3,1,1,18.62,49.69,6.07,107
107,2011-09-17,3,0,9,8,0,6,0,2,22.53,71.94,16.0,108
108,2011-07-27,3,0,7,23,0,3,1,1,30.32,47.81,8.44,109
109,2012-11-30,4,1,11,23,0,5,1,2,16.68,78.0,3.38,110
110,2012-02-16,1,1,2,22,0,4,1,2,17.92,80.62,2.94,111
111,2011-05-12,2,0,5,6,0,4,1,1,21.95,88.0,3.69,112
112,2011-07-21,3,0,7,23,0,4,1,1,33.11,67.0,10.56,113
113,2012-07-23,3,1,7,23,0,1,1,1,30.01,69.94,9.75,114
114,2012-01-30,1,1,1,14,0,1,1,1,17.92,23.5,10.75,115
115,2012-04-27,2,1,4,23,0,5,1,1,20.09,41.19,13.44,116
116,2011-08-02,3,0,8,6,0,2,1,1,29.7,64.87,12.88,117
117,2012-12-27,1,1,12,13,0,4,1,1,16.68,52.75,31.19,118
118,2012-12-15,4,1,12,23,0,6,0,2,19.2,61.12,3.81,119
119,2012-01-15,1,1,1,18,0,0,0,1,13.19,33.25,13.13,120
120,2011-12-24,1,0,12,13,0,6,0,1,18.58,39.0,20.37,121
121,2012-11-20,4,1,11,22,0,2,1,1,18.5,76.0,3.94,122
122,2011-08-01,3,0,8,14,0,1,1,1,36.25,27.87,6.06,123
123,2011-12-13,4,0,12,11,0,2,1,1,18.85,44.5,21.0,124
124,2011-05-09,2,0,5,11,0,1,1,1,26.64,44.44,13.75,125
125,2011-12-09,4,0,12,10,0,5,1,2,17.61,70.12,14.12,126
126,2012-06-24,3,1,6,1,0,0,0,2,29.08,51.81,3.0,127
127,2012-03-05,1,1,3,14,0,1,1,2,17.03,55.62,18.31,128
128,2012-04-23,2,1,4,12,0,1,1,3,18.54,68.81,24.75,129
129,2011-05-02,2,0,5,11,0,1,1,1,26.68,70.75,17.94,130
130,2012-07-09,3,1,7,23,0,1,1,2,29.66,67.69,6.32,131
131,2011-08-25,3,0,8,15,0,4,1,2,30.67,76.75,0.0,132
132,2011-10-05,4,0,10,10,0,3,1,1,25.98,50.94,22.69,133
133,2012-08-26,3,1,8,0,0,0,0,1,27.88,89.37,14.87,134
134,2011-10-15,4,0,10,23,0,6,0,1,22.57,42.62,10.12,135
135,2012-05-12,2,1,5,0,0,6,0,1,23.85,44.62,4.81,136
136,2012-06-16,2,1,6,0,0,6,0,1,25.55,56.37,4.0,137
137,2012-03-08,1,1,3,10,0,4,1,1,24.16,63.75,31.06,138
138,2011-02-23,1,0,2,9,0,3,1,1,13.89,45.25,2.25,139
139,2012-02-13,1,1,2,13,0,1,1,1,18.27,21.87,10.44,140
140,2012-12-05,4,1,12,10,0,3,1,2,21.64,45.44,22.06,141
141,2011-07-20,3,0,7,11,0,3,1,1,33.15,60.75,2.56,142
142,2011-10-14,4,0,10,22,0,5,1,1,22.18,60.12,13.38,143
143,2011-11-02,4,0,11,11,0,3,1,1,21.64,63.44,10.19,144
144,2011-04-27,2,0,4,21,0,3,1,1,27.18,88.31,20.19,145
145,2011-07-28,3,0,7,15,0,4,1,1,34.74,48.19,11.62,146
146,2011-12-20,4,0,12,20,0,2,1,1,19.12,66.0,3.38,147
147,2012-03-16,1,1,3,22,0,5,1,2,21.64,94.0,0.38,148
148,2011-07-21,3,0,7,22,0,4,1,1,33.07,71.25,10.88,149
149,2012-06-21,3,1,6,10,0,4,1,1,34.35,45.0,7.38,150
150,2011-05-15,2,0,5,21,0,0,0,1,25.09,85.19,0.94,151
151,2012-08-01,3,1,8,23,0,3,1,1,29.7,73.94,0.88,152
152,2011-05-27,2,0,5,10,0,5,1,1,30.63,53.81,24.57,153
153,2011-12-01,4,0,12,13,0,4,1,1,20.48,39.62,15.0,154
154,2011-06-08,2,0,6,14,0,3,1,1,36.56,39.87,14.81,155
155,2011-07-29,3,0,7,13,0,5,1,1,37.41,30.5,6.19,156
156,2011-01-03,1,0,1,18,0,1,1,1,14.82,39.62,2.56,157
157,2012-05-16,2,1,5,6,0,3,1,1,24.97,88.81,2.38,158
158,2011-05-01,2,0,5,18,0,0,0,2,22.22,83.12,6.25,159
159,2011-02-26,1,0,2,12,0,6,0,2,18.27,43.87,14.37,160
160,2012-11-28,4,1,11,10,0,3,1,1,17.61,47.0,7.69,161
161,2012-10-09,4,1,10,22,0,2,1,2,22.92,76.31,5.82,162
162,2011-08-05,3,0,8,10,0,5,1,1,31.29,53.31,13.12,163
163,2011-12-27,1,0,12,8,0,2,1,2,17.61,65.5,8.56,164
164,2011-08-19,3,0,8,11,0,5,1,2,30.59,64.25,5.57,165
165,2012-02-11,1,1,2,10,0,6,0,3,15.09,87.0,6.75,166
166,2011-05-23,2,0,5,9,0,1,1,1,27.49,81.31,17.25,167
167,2012-09-24,4,1,9,6,0,1,1,1,22.14,63.69,4.25,168
168,2012-08-21,3,1,8,6,0,2,1,1,25.9,81.06,7.5,169
169,2012-01-03,1,1,1,7,0,2,1,1,12.65,57.31,17.87,170
170,2012-12-07,4,1,12,21,0,5,1,2,19.12,94.06,6.5,171
171,2011-09-06,3,0,9,7,0,2,1,2,24.74,82.81,25.0,172
172,2012-08-26,3,1,8,16,0,0,0,3,27.84,89.0,17.56,173
173,2011-07-28,3,0,7,22,0,4,1,1,31.56,72.5,15.0,174
174,2011-06-20,2,0,6,14,0,1,1,1,28.42,60.94,7.87,175
175,2011-02-01,1,0,2,17,0,2,1,2,15.44,78.0,2.81,176
176,2011-11-18,4,0,11,13,0,5,1,1,18.58,31.0,12.94,177
177,2012-05-31,2,1,5,6,0,4,1,1,26.44,69.81,17.0,178
178,2011-06-20,2,0,6,13,0,1,1,1,28.19,62.75,6.88,179
179,2011-05-05,2,0,5,21,0,4,1,1,23.23,37.5,13.12,180
180,2012-08-29,3,1,8,6,0,3,1,1,27.1,69.87,9.06,181
181,2012-09-26,4,1,9,6,0,3,1,1,24.58,75.81,10.62,182
182,2011-09-22,3,0,9,14,0,4,1,2,28.77,81.31,13.25,183
183,2011-11-29,4,0,11,20,0,2,1,2,19.74,87.62,16.5,184
184,2012-04-29,2,1,4,9,0,0,0,1,20.67,69.69,7.88,185
185,2011-12-22,1,0,12,7,0,4,1,1,18.77,90.37,0.38,186
186,2012-06-04,2,1,6,10,0,1,1,1,27.88,40.87,31.63,187
187,2011-09-19,3,0,9,14,0,1,1,2,26.6,60.0,15.06,188
188,2011-07-06,3,0,7,9,0,3,1,3,29.62,79.62,10.25,189
189,2011-08-20,3,0,8,9,0,6,0,1,30.09,63.5,3.94,190
190,2012-01-19,1,1,1,20,0,4,1,1,16.06,48.25,27.38,191
191,2012-04-13,2,1,4,10,0,5,1,1,21.91,37.12,11.69,192
192,2011-11-30,4,0,11,9,0,3,1,1,17.88,70.87,17.06,193
193,2012-03-02,1,1,3,11,0,5,1,1,20.09,44.19,11.87,194
194,2011-06-28,3,0,6,21,0,2,1,1,30.32,68.25,20.75,195
195,2012-09-23,4,1,9,21,0,0,0,2,24.16,47.69,2.81,196
196,2012-11-09,4,1,11,10,0,5,1,1,19.74,48.69,20.5,197
197,2012-07-23,3,1,7,11,0,1,1,2,32.84,51.37,11.94,198
198,2011-02-09,1,0,2,8,0,3,1,1,11.45,40.25,5.75,199
199,2012-03-27,2,1,3,15,0,2,1,1,21.02,20.0,0.56,200
200,2011-05-28,2,0,5,21,0,6,0,1,28.42,76.25,17.94,201
201,2012-01-02,1,1,1,12,1,1,0,1,17.03,36.06,17.87,202
202,2012-11-13,4,1,11,14,0,2,1,1,20.21,42.56,23.56,203
203,2011-03-05,1,0,3,16,0,6,0,2,22.92,58.75,22.12,204
204,2012-05-17,2,1,5,10,0,4,1,1,25.67,50.87,15.44,205
205,2011-06-12,2,0,6,20,0,0,0,1,28.42,83.56,9.13,206
206,2011-08-22,3,0,8,12,0,1,1,1,30.98,32.56,29.06,207
207,2012-11-29,4,1,11,21,0,4,1,1,15.94,68.87,7.75,208
208,2011-05-27,2,0,5,13,0,5,1,1,31.17,57.06,14.44,209
209,2012-11-26,4,1,11,12,0,1,1,1,21.06,34.87,6.63,210
210,2012-04-12,2,1,4,15,0,4,1,1,22.8,31.25,17.25,211
211,2012-02-07,1,1,2,20,0,2,1,1,18.85,56.19,7.25,212
212,2012-04-04,2,1,4,11,0,3,1,2,26.72,44.37,27.62,213
213,2012-11-14,4,1,11,13,0,3,1,1,19.2,42.81,13.44,214
214,2012-12-07,4,1,12,14,0,5,1,2,19.16,71.0,11.25,215
215,2012-02-16,1,1,2,20,0,4,1,2,18.27,84.0,8.31,216
216,2011-12-28,1,0,12,8,0,3,1,1,17.88,57.0,23.88,217
217,2011-06-10,2,0,6,21,0,5,1,1,30.94,70.25,13.5,218
218,2011-05-07,2,0,5,20,0,6,0,1,25.05,46.0,11.87,219
219,2011-03-03,1,0,3,8,0,4,1,1,12.65,38.31,19.38,220
220,2012-01-30,1,1,1,16,0,1,1,1,18.93,22.94,13.12,221
221,2011-12-17,4,0,12,16,0,6,0,1,16.37,46.5,14.06,222
222,2012-11-28,4,1,11,21,0,3,1,1,16.99,42.0,11.25,223
223,2012-03-14,1,1,3,14,0,3,1,1,29.74,23.19,10.63,224
224,2012-01-30,1,1,1,7,0,1,1,1,14.51,45.5,17.13,225
225,2011-11-25,4,0,11,11,0,5,1,1,21.33,58.56,6.25,226
226,2011-06-13,2,0,6,13,0,1,1,1,29.78,35.06,6.5,227
227,2012-06-14,2,1,6,11,0,4,1,1,28.46,58.75,15.56,228
228,2011-10-28,4,0,10,9,0,5,1,1,18.23,57.19,14.75,229
229,2012-05-13,2,1,5,20,0,0,0,2,28.19,51.0,15.56,230
230,2011-12-16,4,0,12,7,0,5,1,2,19.35,46.81,24.12,231
231,2012-11-22,4,1,11,11,1,4,0,1,21.41,37.25,2.94,232
232,2011-03-07,1,0,3,18,0,1,1,1,17.57,32.12,14.69,233
233,2011-10-11,4,0,10,20,0,2,1,2,26.02,80.19,14.0,234
234,2012-08-15,3,1,8,11,0,3,1,2,30.9,56.62,14.12,235
235,2011-10-22,4,0,10,10,0,6,0,2,21.64,62.12,7.13,236
236,2012-09-28,4,1,9,21,0,5,1,3,26.33,52.81,14.25,237
237,2011-01-25,1,0,1,8,0,2,1,2,13.54,69.25,7.06,238
238,2012-05-15,2,1,5,13,0,2,1,3,27.72,73.75,13.44,239
239,2012-11-14,4,1,11,12,0,3,1,1,18.89,44.31,7.94,240
240,2011-07-06,3,0,7,21,0,3,1,1,29.7,79.06,12.62,241
241,2012-12-13,4,1,12,14,0,4,1,1,19.2,33.69,10.0,242
242,2011-06-17,2,0,6,15,0,5,1,1,31.91,43.75,13.0,243
243,2012-04-17,2,1,4,12,0,2,1,1,26.87,31.12,20.12,244
244,2012-05-23,2,1,5,21,0,3,1,2,27.26,83.0,5.25,245
245,2011-11-21,4,0,11,7,0,1,1,2,22.3,93.62,5.75,246
246,2012-12-18,4,1,12,14,0,2,1,1,21.95,43.94,31.25,247
247,2011-03-26,2,0,3,16,0,6,0,1,18.23,23.31,14.25,248
248,2011-05-31,2,0,5,16,0,2,1,1,34.97,46.12,12.0,249
249,2012-03-06,1,1,3,16,0,2,1,1,19.24,32.25,18.75,250
250,2011-10-12,4,0,10,17,0,3,1,3,24.7,94.37,12.0,251
251,2012-05-30,2,1,5,14,0,3,1,1,30.36,45.94,9.44,252
252,2012-07-08,3,1,7,18,0,0,0,1,32.22,61.69,9.75,253
253,2012-08-16,3,1,8,22,0,4,1,1,30.01,52.5,8.63,254
254,2012-07-09,3,1,7,13,0,1,1,2,31.25,55.44,17.62,255
255,2012-09-24,4,1,9,21,0,1,1,1,23.54,50.19,12.5,256
256,2012-12-15,4,1,12,19,0,6,0,1,19.12,59.44,11.12,257
257,2012-07-01,3,1,7,21,0,0,0,1,33.81,40.44,8.87,258
258,2012-04-12,2,1,4,12,0,4,1,1,22.61,38.44,31.13,259
259,2012-12-03,4,1,12,14,0,1,1,1,26.64,54.5,0.94,260
260,2012-12-28,1,1,12,14,0,5,1,2,17.3,49.0,3.94,261
261,2012-11-22,4,1,11,12,1,4,0,1,21.95,32.75,0.38,262
262,2012-04-16,2,1,4,13,1,1,0,1,31.29,45.0,20.69,263
263,2011-09-20,3,0,9,16,0,2,1,2,26.56,83.31,9.25,264
264,2011-07-18,3,0,7,16,0,1,1,1,34.08,51.0,20.19,265
265,2011-12-11,4,0,12,15,0,0,0,1,17.34,25.62,0.0,266
266,2012-10-05,4,1,10,21,0,5,1,1,26.64,70.12,17.63,267
267,2012-06-25,3,1,6,9,0,1,1,1,30.63,60.5,11.31,268
268,2012-02-23,1,1,2,20,0,4,1,1,21.87,47.62,12.06,269
269,2012-05-27,2,1,5,9,0,0,0,1,28.73,79.0,16.25,270
270,2011-05-03,2,0,5,16,0,2,1,1,30.05,54.12,31.25,271
271,2012-06-05,2,1,6,15,0,2,1,2,26.33,44.31,10.62,272
272,2012-06-18,2,1,6,21,0,1,1,2,27.26,72.69,8.75,273
273,2012-06-28,3,1,6,22,0,4,1,1,31.25,49.81,9.87,274
274,2011-07-06,3,0,7,16,0,3,1,1,31.91,64.31,16.0,275
275,2012-04-07,2,1,4,9,0,6,0,1,20.79,29.0,16.81,276
276,2011-09-14,3,0,9,16,0,3,1,1,31.6,51.56,19.63,277
277,2012-08-27,3,1,8,21,0,1,1,1,29.97,79.25,13.12,278
278,2012-02-21,1,1,2,7,0,2,1,1,14.55,65.44,2.94,279
279,2011-09-01,3,0,9,20,0,4,1,1,28.38,59.19,14.12,280
280,2011-09-06,3,0,9,19,0,2,1,2,24.74,88.0,24.19,281
281,2011-03-15,1,0,3,8,0,2,1,1,16.68,69.94,1.88,282
282,2012-03-14,1,1,3,15,0,3,1,1,30.16,24.06,5.25,283
283,2011-04-11,2,0,4,19,0,1,1,1,29.43,56.69,23.63,284
284,2012-05-23,2,1,5,17,0,3,1,3,27.76,68.62,6.81,285
285,2012-08-02,3,1,8,12,0,4,1,1,34.39,43.69,12.5,286
286,2011-11-19,4,0,11,16,0,6,0,1,20.75,38.44,17.19,287
287,2012-08-25,3,1,8,9,0,6,0,2,29.39,66.87,19.69,288
288,2012-03-30,2,1,3,7,0,5,1,1,17.88,62.06,11.13,289
289,2012-09-05,3,1,9,9,0,3,1,1,31.29,69.94,14.0,290
290,2012-04-28,2,1,4,10,0,6,0,2,19.78,40.0,10.13,291
291,2012-07-12,3,1,7,12,0,4,1,1,32.57,33.37,12.12,292
292,2012-07-04,3,1,7,9,1,3,0,1,32.26,48.44,1.0,293
293,2011-05-14,2,0,5,15,0,6,0,2,24.7,94.37,12.12,294
294,2012-02-09,1,1,2,19,0,4,1,1,17.92,33.62,2.88,295
295,2011-12-04,4,0,12,15,0,0,0,1,21.1,58.87,14.62,296
296,2012-07-18,3,1,7,9,0,3,1,1,34.81,48.37,6.62,297
297,2012-07-08,3,1,7,15,0,0,0,3,34.62,54.81,18.44,298
298,2011-09-12,3,0,9,20,0,1,1,1,28.15,68.87,2.13,299
299,2012-12-10,4,1,12,20,0,1,1,1,22.07,92.44,14.75,300
300,2012-01-13,1,1,1,18,0,5,1,1,16.06,38.12,19.5,301
301,2011-10-06,4,0,10,7,0,4,1,1,21.33,61.69,11.87,302
302,2012-08-17,3,1,8,11,0,5,1,1,32.49,46.62,16.81,303
303,2011-07-17,3,0,7,10,0,0,0,1,31.29,57.62,17.0,304
304,2011-07-02,3,0,7,19,0,6,0,1,32.18,39.0,17.13,305
305,2011-07-22,3,0,7,17,0,5,1,1,35.63,42.25,8.44,306
306,2012-03-29,2,1,3,15,0,4,1,1,24.24,37.12,23.19,307
307,2011-07-30,3,0,7,13,0,6,0,1,35.67,28.69,1.25,308
308,2011-10-04,4,0,10,7,0,2,1,1,21.33,80.12,17.63,309
309,2012-09-11,3,1,9,21,0,2,1,1,25.36,62.0,6.88,310
310,2012-11-21,4,1,11,18,0,3,1,1,20.52,39.25,10.12,311
311,2011-08-25,3,0,8,17,0,4,1,1,30.44,84.37,3.69,312
312,2012-05-04,2,1,5,20,0,5,1,1,28.5,59.12,10.12,313
313,2011-06-09,2,0,6,7,0,4,1,2,30.78,75.5,8.62,314
314,2012-03-15,1,1,3,9,0,4,1,1,23.5,73.0,6.32,315
315,2012-06-01,2,1,6,13,0,5,1,1,30.36,67.75,19.25,316
316,2012-05-28,2,1,5,20,1,1,0,1,31.87,64.19,20.0,317
317,2012-03-22,2,1,3,9,0,4,1,2,23.5,97.0,6.38,318
318,2012-04-10,2,1,4,9,0,2,1,1,21.72,57.44,13.06,319
319,2012-11-17,4,1,11,10,0,6,0,1,19.47,44.5,15.25,320
320,2012-03-30,2,1,3,9,0,5,1,1,18.89,56.69,9.44,321
321,2011-07-28,3,0,7,19,0,4,1,1,33.11,61.0,12.5,322
322,2012-09-10,3,1,9,13,0,1,1,1,28.15,36.94,15.88,323
323,2011-07-17,3,0,7,15,0,0,0,1,33.15,43.94,19.37,324
324,2012-07-07,3,1,7,10,0,6,0,1,36.95,36.56,13.56,325
325,2011-08-07,3,0,8,15,0,0,0,3,30.05,75.69,21.31,326
326,2012-07-12,3,1,7,9,0,4,1,1,30.75,52.25,9.13,327
327,2011-09-04,3,0,9,19,0,0,0,1,30.94,70.0,16.69,328
328,2011-09-20,3,0,9,7,0,2,1,2,24.74,91.0,14.0,329
329,2011-08-05,3,0,8,16,0,5,1,1,32.61,48.44,18.69,330
330,2011-10-26,4,0,10,19,0,3,1,1,23.42,86.0,0.69,331
331,2012-06-24,3,1,6,20,0,0,0,1,31.87,51.0,16.31,332
332,2011-09-11,3,0,9,19,0,0,0,1,27.41,71.5,6.63,333
333,2011-08-24,3,0,8,20,0,3,1,1,29.97,59.44,22.0,334
334,2012-09-27,4,1,9,9,0,4,1,1,29.16,57.19,10.0,335
335,2011-06-06,2,0,6,20,0,1,1,1,28.69,59.19,7.25,336
336,2012-07-28,3,1,7,9,0,6,0,1,32.84,55.87,10.75,337
337,2012-05-02,2,1,5,20,0,3,1,1,24.12,76.69,16.0,338
338,2012-02-26,1,1,2,16,0,0,0,1,19.2,31.94,16.81,339
339,2012-05-25,2,1,5,9,0,5,1,2,28.46,84.0,10.25,340
340,2011-10-18,4,0,10,7,0,2,1,1,22.84,82.87,6.0,341
341,2012-07-07,3,1,7,12,0,6,0,1,37.8,30.62,21.69,342
342,2012-07-05,3,1,7,7,0,4,1,1,32.18,51.81,3.81,343
343,2011-05-06,2,0,5,16,0,5,1,1,26.37,39.37,19.94,344
344,2012-08-03,3,1,8,13,0,5,1,2,34.62,45.44,17.94,345
345,2011-08-16,3,0,8,7,0,2,1,1,28.85,63.06,23.88,346
346,2011-05-17,2,0,5,8,0,2,1,2,24.43,91.0,18.69,347
347,2012-09-08,3,1,9,9,0,6,0,1,30.28,72.19,26.0,348
348,2011-04-03,2,0,4,14,0,0,0,1,22.3,32.0,3.0,349
349,2012-05-07,2,1,5,9,0,1,1,2,23.77,79.75,14.12,350
350,2012-06-28,3,1,6,9,0,4,1,1,30.28,52.31,12.12,351
351,2012-09-13,3,1,9,15,0,4,1,1,30.51,38.81,6.32,352
352,2012-08-09,3,1,8,9,0,4,1,1,32.22,60.06,13.94,353
353,2012-04-05,2,1,4,7,0,4,1,1,18.73,48.25,13.31,354
354,2011-11-05,4,0,11,13,0,6,0,1,20.83,35.31,7.5,355
355,2011-09-04,3,0,9,18,0,0,0,1,31.25,68.0,12.44,356
