instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
70,2011-03-03,1,0,3,16,0,4,1,1,16.06,23.0,0.0,71
71,2012-01-20,1,1,1,22,0,5,1,2,14.2,37.0,15.001,72
72,2011-08-07,3,0,8,1,0,0,0,2,29.7,84.0,16.998,73
73,2012-05-13,2,1,5,23,0,0,0,2,27.22,57.0,15.001,74
74,2011-04-22,2,0,4,15,0,5,1,3,18.54,87.0,12.998,75
75,2012-01-14,1,1,1,23,0,6,0,1,12.96,47.0,15.001,76
76,2011-08-03,3,0,8,22,0,3,1,3,29.08,89.0,7.002,77
77,2011-03-21,2,0,3,22,0,1,1,1,22.26,88.0,15.001,78
78,2012-09-01,3,1,9,1,0,6,0,1,30.32,74.0,8.998,79
79,2011-04-26,2,0,4,6,0,2,1,1,25.36,88.0,15.001,80
80,2011-11-24,4,0,11,9,1,4,0,1,18.54,61.0,0.0,81
81,2011-12-15,4,0,12,15,0,4,1,3,24.12,55.0,15.001,82
82,2011-01-22,1,0,1,16,0,6,0,1,11.72,28.0,12.998,83
83,2011-01-06,1,0,1,12,0,4,1,1,16.06,35.0,0.0,84
84,2012-02-25,1,1,2,21,0,6,0,1,15.44,35.0,22.003,85
85,2011-10-24,4,0,10,6,0,1,1,1,20.4,87.0,7.002,86
86,2011-09-28,4,0,9,22,0,3,1,1,26.6,88.0,6.003,87
87,2012-01-02,1,1,1,20,1,1,0,1,15.44,41.0,15.001,88
88,2012-11-03,4,1,11,1,0,6,0,2,18.54,49.0,22.003,89
89,2011-08-15,3,0,8,6,0,1,1,1,26.6,88.0,16.998,90
90,2012-03-14,1,1,3,23,0,3,1,1,25.36,43.0,11.001,91
91,2011-12-23,1,0,12,7,0,5,1,1,19.78,82.0,15.001,92
92,2011-01-01,1,0,1,16,0,6,0,2,21.02,82.0,19.999,93
93,2011-06-27,3,0,6,6,0,1,1,2,27.22,78.0,11.001,94
94,2011-12-23,1,0,12,18,0,5,1,1,19.16,50.0,16.998,95
95,2011-08-01,3,0,8,23,0,1,1,1,29.08,74.0,12.998,96
96,2011-08-01,3,0,8,10,0,1,1,1,34.66,36.0,11.001,97
97,2011-08-28,3,0,8,22,0,0,0,1,27.84,69.0,7.002,98
98,2011-11-07,4,0,11,6,0,1,1,2,16.68,93.0,0.0,99
99,2012-04-23,2,1,4,10,0,1,1,2,17.92,70.0,22.003,100
100,2011-12-21,1,0,12,16,0,3,1,3,21.64,100.0,22.003,101
101,2011-12-02,4,0,12,22,0,5,1,1,17.92,53.0,12.998,102
102,2012-04-10,2,1,4,6,0,2,1,1,18.54,71.0,7.002,103
103,2012-09-01,3,1,9,21,0,6,0,3,27.84,89.0,0.0,104
104,2011-12-11,4,0,12,19,0,0,0,1,14.82,55.0,12.998,105
105,2012-05-23,2,1,5,23,0,3,1,1,26.6,83.0,8.998,106
106,2011-11-28,4,0,11,10,0,1,1,2,22.88,77.0,8.998,107
107,2012-12-01,4,1,12,0,0,6,0,1,16.06,81.0,0.0,108
108,2012-02-14,1,1,2,21,0,2,1,2,19.16,50.0,7.002,109
109,2012-12-16,4,1,12,0,0,0,0,2,19.16,62.0,0.0,110
110,2011-12-02,4,0,12,21,0,5,1,1,18.54,49.0,12.998,111
111,2012-03-31,2,1,3,23,0,6,0,2,19.16,76.0,19.001,112
112,2012-10-21,4,1,10,22,0,0,0,1,21.02,54.0,0.0,113
113,2011-11-09,4,0,11,22,0,3,1,1,20.4,87.0,0.0,114
114,2012-03-28,2,1,3,6,0,3,1,1,19.16,46.0,23.999,115
115,2012-08-26,3,1,8,2,0,0,0,2,27.84,89.0,15.001,116
116,2011-05-25,2,0,5,6,0,3,1,1,25.36,94.0,6.003,117
117,2011-06-09,2,0,6,6,0,4,1,2,30.32,84.0,6.003,118
118,2012-11-22,4,1,11,9,1,4,0,1,17.3,65.0,0.0,119
119,2011-10-03,4,0,10,14,0,1,1,3,20.4,76.0,0.0,120
120,2011-08-22,3,0,8,10,0,1,1,1,29.7,48.0,19.001,121
121,2011-08-03,3,0,8,11,0,3,1,2,30.94,58.0,7.002,122
122,2011-07-12,3,0,7,10,0,2,1,1,33.42,52.0,11.001,123
123,2012-02-21,1,1,2,14,0,2,1,2,17.92,53.0,26.003,124
124,2011-05-28,2,0,5,23,0,6,0,1,27.84,83.0,12.998,125
125,2012-12-01,4,1,12,23,0,6,0,2,17.92,81.0,0.0,126
126,2011-05-03,2,0,5,10,0,2,1,2,27.84,69.0,23.999,127
127,2012-08-13,3,1,8,23,0,1,1,1,29.7,70.0,15.001,128
128,2011-10-01,4,0,10,9,0,6,0,3,20.4,82.0,23.999,129
129,2011-04-05,2,0,4,16,0,2,1,1,19.78,46.0,27.999,130
130,2011-10-26,4,0,10,10,0,3,1,2,24.12,62.0,16.998,131
131,2011-03-31,2,0,3,9,0,4,1,3,16.06,93.0,16.998,132
132,2012-05-16,2,1,5,23,0,3,1,1,27.22,78.0,7.002,133
133,2012-04-18,2,1,4,6,0,3,1,2,23.5,39.0,19.001,134
134,2012-01-06,1,1,1,22,0,5,1,1,19.16,50.0,12.998,135
135,2012-03-06,1,1,3,14,0,2,1,1,17.92,36.0,15.001,136
136,2011-11-18,4,0,11,20,0,5,1,1,16.68,48.0,12.998,137
137,2012-12-03,4,1,12,6,0,1,1,1,19.16,93.0,0.0,138
138,2012-05-10,2,1,5,6,0,4,1,1,21.64,72.0,15.001,139
139,2012-02-06,1,1,2,14,0,1,1,1,20.4,35.0,11.001,140
140,2011-12-22,1,0,12,10,0,4,1,2,20.4,82.0,6.003,141
141,2011-11-19,4,0,11,9,0,6,0,1,16.68,52.0,19.999,142
142,2011-03-27,2,0,3,16,0,0,0,1,18.54,34.0,0.0,143
143,2012-06-11,2,1,6,6,0,1,1,1,27.22,83.0,7.002,144
144,2011-04-20,2,0,4,12,0,3,1,1,29.7,48.0,26.003,145
145,2012-10-27,4,1,10,1,0,6,0,2,23.5,88.0,8.998,146
146,2012-08-28,3,1,8,6,0,2,1,2,28.46,89.0,7.002,147
147,2011-07-29,3,0,7,14,0,5,1,1,37.76,30.0,15.001,148
148,2011-07-22,3,0,7,22,0,5,1,2,34.04,49.0,6.003,149
149,2011-12-09,4,0,12,20,0,5,1,1,17.3,81.0,0.0,150
150,2012-09-16,3,1,9,0,0,0,0,1,24.74,64.0,0.0,151
151,2011-03-15,1,0,3,19,0,2,1,2,18.54,71.0,19.001,152
152,2012-02-10,1,1,2,11,0,5,1,2,16.68,45.0,7.002,153
153,2011-07-28,3,0,7,11,0,4,1,1,34.04,56.0,19.001,154
154,2011-08-09,3,0,8,22,0,2,1,1,32.18,46.0,19.999,155
155,2011-07-29,3,0,7,13,0,5,1,1,37.14,31.0,0.0,156
156,2011-08-20,3,0,8,23,0,6,0,1,29.7,74.0,8.998,157
157,2011-03-12,1,0,3,12,0,6,0,1,18.54,53.0,19.001,158
158,2011-06-16,2,0,6,15,0,4,1,2,29.7,61.0,19.999,159
159,2011-09-21,3,0,9,20,0,3,1,3,27.22,94.0,0.0,160
160,2012-02-08,1,1,2,19,0,3,1,3,15.44,87.0,7.002,161
161,2011-11-04,4,0,11,11,0,5,1,2,21.64,67.0,30.003,162
162,2012-02-15,1,1,2,12,0,3,1,1,19.78,46.0,26.003,163
163,2011-06-15,2,0,6,11,0,3,1,1,29.08,36.0,0.0,164
164,2011-11-18,4,0,11,12,0,5,1,1,17.92,33.0,0.0,165
165,2011-02-09,1,0,2,17,0,3,1,2,14.2,34.0,16.998,166
166,2011-12-13,4,0,12,12,0,2,1,1,19.16,43.0,23.999,167
167,2012-10-15,4,1,10,10,0,1,1,2,26.6,73.0,26.003,168
168,2011-11-03,4,0,11,13,0,4,1,2,24.12,48.0,16.998,169
169,2011-10-31,4,0,10,12,0,1,1,1,21.02,44.0,15.001,170
170,2012-06-28,3,1,6,23,0,4,1,1,30.94,48.0,8.998,171
171,2012-01-24,1,1,1,21,0,2,1,1,19.16,71.0,0.0,172
172,2011-06-06,2,0,6,22,0,1,1,1,28.46,61.0,6.003,173
173,2011-08-04,3,0,8,22,0,4,1,1,29.08,74.0,12.998,174
174,2011-12-14,4,0,12,20,0,3,1,2,18.54,66.0,7.002,175
175,2011-09-12,3,0,9,9,0,1,1,1,27.84,69.0,0.0,176
176,2011-09-17,3,0,9,9,0,6,0,2,22.88,67.0,15.001,177
177,2011-08-15,3,0,8,12,0,1,1,1,30.94,58.0,19.001,178
178,2011-11-09,4,0,11,14,0,3,1,1,24.12,48.0,11.001,179
179,2012-07-21,3,1,7,22,0,6,0,2,26.6,88.0,7.002,180
180,2011-12-23,1,0,12,16,0,5,1,1,19.78,50.0,19.999,181
181,2012-04-25,2,1,4,10,0,3,1,1,24.12,34.0,0.0,182
182,2011-08-07,3,0,8,20,0,0,0,1,30.32,84.0,8.998,183
183,2012-03-27,2,1,3,14,0,2,1,1,20.4,24.0,8.998,184
184,2011-06-04,2,0,6,21,0,6,0,2,28.46,47.0,7.002,185
185,2012-09-21,3,1,9,23,0,5,1,1,26.6,73.0,22.003,186
186,2012-07-10,3,1,7,6,0,2,1,2,29.08,79.0,7.002,187
187,2011-06-29,3,0,6,14,0,3,1,1,32.8,31.0,12.998,188
188,2011-11-02,4,0,11,12,0,3,1,1,22.26,55.0,11.001,189
189,2012-12-14,4,1,12,10,0,5,1,1,16.06,81.0,12.998,190
190,2011-11-15,4,0,11,15,0,2,1,2,24.74,60.0,8.998,191
191,2012-02-29,1,1,2,18,0,3,1,3,20.4,87.0,0.0,192
192,2011-11-30,4,0,11,9,0,3,1,1,17.3,75.0,19.001,193
193,2012-03-02,1,1,3,11,0,5,1,1,19.78,46.0,12.998,194
194,2011-06-28,3,0,6,21,0,2,1,1,30.94,66.0,19.001,195
195,2012-03-24,2,1,3,13,0,6,0,3,24.12,94.0,16.998,196
196,2011-10-19,4,0,10,19,0,3,1,2,26.6,88.0,8.998,197
197,2011-02-20,1,0,2,13,0,0,0,1,18.54,29.0,0.0,198
198,2011-11-11,4,0,11,19,1,5,0,1,17.92,39.0,11.001,199
199,2012-12-17,4,1,12,20,0,1,1,2,21.02,94.0,16.998,200
200,2012-03-09,1,1,3,12,0,5,1,1,19.16,34.0,27.999,201
201,2011-08-29,3,0,8,21,0,1,1,1,27.84,53.0,12.998,202
202,2012-06-06,2,1,6,10,0,3,1,1,26.6,46.0,6.003,203
203,2012-02-28,1,1,2,20,0,2,1,1,20.4,30.0,8.998,204
204,2011-09-26,4,0,9,9,0,1,1,2,27.84,89.0,12.998,205
205,2012-10-19,4,1,10,21,0,5,1,1,23.5,77.0,0.0,206
206,2011-05-17,2,0,5,9,0,2,1,2,24.74,88.0,16.998,207
207,2012-08-14,3,1,8,10,0,2,1,1,29.7,79.0,7.002,208
208,2011-07-20,3,0,7,9,0,3,1,1,30.94,70.0,6.003,209
209,2012-09-10,3,1,9,10,0,1,1,1,27.22,50.0,19.001,210
210,2011-11-10,4,0,11,9,0,4,1,2,21.02,94.0,7.002,211
211,2011-09-14,3,0,9,12,0,3,1,1,30.94,58.0,15.001,212
212,2011-11-18,4,0,11,9,0,5,1,1,16.06,41.0,12.998,213
213,2011-07-09,3,0,7,22,0,6,0,1,30.32,62.0,11.001,214
214,2012-10-06,4,1,10,21,0,6,0,1,22.26,59.0,8.998,215
215,2011-05-26,2,0,5,9,0,4,1,1,30.32,70.0,11.001,216
216,2011-09-30,4,0,9,11,0,5,1,1,27.84,57.0,6.003,217
217,2011-05-12,2,0,5,13,0,4,1,2,27.22,57.0,19.999,218
218,2012-11-03,4,1,11,9,0,6,0,2,18.54,49.0,19.999,219
219,2012-01-12,1,1,1,7,0,4,1,2,18.54,87.0,19.001,220
220,2011-08-31,3,0,8,13,0,3,1,1,30.94,37.0,7.002,221
221,2011-08-15,3,0,8,9,0,1,1,1,27.84,78.0,22.003,222
222,2012-11-13,4,1,11,20,0,2,1,1,17.3,49.0,23.999,223
223,2011-02-18,1,0,2,18,0,5,1,1,27.84,33.0,22.003,224
224,2012-01-11,1,1,1,9,0,3,1,2,14.2,86.0,8.998,225
225,2012-01-14,1,1,1,15,0,6,0,1,15.44,38.0,19.999,226
226,2012-12-06,4,1,12,20,0,4,1,2,15.44,60.0,7.002,227
227,2012-02-06,1,1,2,16,0,1,1,1,20.4,43.0,16.998,228
228,2011-05-29,2,0,5,21,0,0,0,1,29.08,83.0,11.001,229
229,2012-02-27,1,1,2,9,0,1,1,1,16.06,60.0,12.998,230
230,2011-11-13,4,0,11,17,0,0,0,1,24.12,27.0,22.003,231
231,2011-11-16,4,0,11,8,0,3,1,3,22.26,94.0,0.0,232
232,2012-06-29,3,1,6,14,0,5,1,1,37.76,36.0,15.001,233
233,2011-12-21,1,0,12,9,0,3,1,2,20.4,87.0,15.001,234
234,2011-08-24,3,0,8,12,0,3,1,1,30.94,55.0,22.003,235
235,2012-07-02,3,1,7,13,0,1,1,1,34.66,34.0,15.001,236
236,2012-09-01,3,1,9,9,0,6,0,2,31.56,58.0,12.998,237
237,2011-11-15,4,0,11,20,0,2,1,2,22.88,82.0,8.998,238
238,2012-05-02,2,1,5,21,0,3,1,1,24.12,77.0,15.001,239
239,2012-01-12,1,1,1,20,0,4,1,2,21.02,71.0,12.998,240
240,2011-11-13,4,0,11,10,0,0,0,1,21.64,44.0,22.003,241
241,2011-10-07,4,0,10,7,0,5,1,1,21.02,94.0,0.0,242
242,2012-09-20,3,1,9,11,0,4,1,1,27.22,43.0,0.0,243
243,2011-03-12,1,0,3,16,0,6,0,1,22.26,41.0,30.003,244
244,2012-12-06,4,1,12,13,0,4,1,1,17.3,39.0,0.0,245
245,2011-07-24,3,0,7,12,0,0,0,1,35.9,45.0,11.001,246
246,2011-11-11,4,0,11,14,1,5,0,1,19.78,37.0,31.001,247
247,2012-08-16,3,1,8,14,0,4,1,1,33.42,32.0,0.0,248
248,2012-06-27,3,1,6,15,0,3,1,1,32.8,26.0,31.001,249
249,2011-12-28,1,0,12,17,0,3,1,1,16.68,38.0,16.998,250
250,2011-06-05,2,0,6,10,0,0,0,2,27.22,73.0,6.003,251
251,2012-09-23,4,1,9,20,0,0,0,1,24.12,42.0,11.001,252
252,2012-02-08,1,1,2,9,0,3,1,2,15.44,70.0,11.001,253
253,2011-11-01,4,0,11,7,0,2,1,1,18.54,76.0,12.998,254
254,2011-04-20,2,0,4,16,0,3,1,2,31.56,35.0,23.999,255
255,2012-06-21,3,1,6,9,0,4,1,1,32.8,55.0,12.998,256
256,2012-11-19,4,1,11,15,0,1,1,1,21.64,54.0,12.998,257
257,2012-05-18,2,1,5,21,0,5,1,1,26.6,40.0,0.0,258
258,2012-10-20,4,1,10,20,0,6,0,1,23.5,39.0,15.001,259
259,2012-04-18,2,1,4,20,0,3,1,2,21.02,77.0,7.002,260
260,2011-10-04,4,0,10,20,0,2,1,1,24.12,68.0,15.001,261
261,2012-10-01,4,1,10,20,0,1,1,3,24.74,68.0,0.0,262
262,2012-02-20,1,1,2,14,1,1,0,1,17.92,36.0,12.998,263
263,2011-09-20,3,0,9,16,0,2,1,2,26.6,83.0,11.001,264
264,2012-05-03,2,1,5,13,0,4,1,1,26.6,69.0,12.998,265
265,2012-09-05,3,1,9,12,0,3,1,1,32.18,70.0,7.002,266
266,2012-11-16,4,1,11,15,0,5,1,1,21.02,38.0,8.998,267
267,2012-11-27,4,1,11,9,0,2,1,2,17.92,81.0,8.998,268
268,2012-08-28,3,1,8,7,0,2,1,2,28.46,83.0,7.002,269
269,2012-08-19,3,1,8,9,0,0,0,2,28.46,74.0,0.0,270
270,2012-12-28,1,1,12,17,0,5,1,1,15.44,60.0,8.998,271
271,2011-10-31,4,0,10,16,0,1,1,1,21.02,54.0,11.001,272
272,2012-06-18,2,1,6,21,0,1,1,2,27.22,73.0,7.002,273
273,2012-07-20,3,1,7,12,0,5,1,3,29.08,83.0,11.001,274
274,2011-11-26,4,0,11,16,0,6,0,2,22.26,47.0,8.998,275
275,2012-04-08,2,1,4,19,0,0,0,1,26.6,23.0,26.003,276
276,2012-11-26,4,1,11,20,0,1,1,1,18.54,49.0,0.0,277
277,2012-08-04,3,1,8,9,0,6,0,1,32.18,65.0,15.001,278
278,2012-01-31,1,1,1,7,0,2,1,1,16.06,60.0,12.998,279
279,2011-12-21,1,0,12,18,0,3,1,2,21.64,100.0,19.999,280
280,2011-05-01,2,0,5,12,0,0,0,2,22.88,77.0,7.002,281
281,2012-07-14,3,1,7,9,0,6,0,1,28.46,74.0,12.998,282
282,2011-09-02,3,0,9,14,0,5,1,2,29.7,61.0,7.002,283
283,2012-06-22,3,1,6,15,0,5,1,1,35.9,35.0,23.999,284
284,2012-09-30,4,1,9,9,0,0,0,1,24.12,63.0,7.002,285
285,2012-03-12,1,1,3,20,0,1,1,2,25.36,49.0,15.001,286
286,2012-04-05,2,1,4,14,0,4,1,1,22.26,33.0,11.001,287
287,2011-04-10,2,0,4,16,0,0,0,2,24.12,72.0,11.001,288
288,2012-05-24,2,1,5,12,0,4,1,1,29.7,58.0,7.002,289
289,2011-07-09,3,0,7,11,0,6,0,1,32.18,46.0,19.999,290
290,2012-04-05,2,1,4,13,0,4,1,1,22.26,31.0,0.0,291
291,2011-07-07,3,0,7,7,0,4,1,2,28.46,89.0,7.002,292
292,2012-05-31,2,1,5,13,0,4,1,1,30.94,35.0,8.998,293
293,2011-07-31,3,0,7,13,0,0,0,1,35.9,24.0,8.998,294
294,2012-05-23,2,1,5,20,0,3,1,2,27.22,83.0,6.003,295
295,2012-11-30,4,1,11,15,0,5,1,2,21.02,38.0,7.002,296
296,2012-06-27,3,1,6,22,0,3,1,1,30.32,39.0,6.003,297
297,2012-03-22,2,1,3,13,0,4,1,1,25.98,78.0,6.003,298
298,2012-11-09,4,1,11,13,0,5,1,1,22.26,38.0,19.999,299
299,2012-07-06,3,1,7,21,0,5,1,1,33.42,52.0,8.998,300
300,2012-08-29,3,1,8,14,0,3,1,1,31.56,40.0,6.003,301
301,2011-06-25,3,0,6,10,0,6,0,1,30.32,45.0,12.998,302
302,2011-04-03,2,0,4,16,0,0,0,2,22.26,31.0,12.998,303
303,2011-07-17,3,0,7,10,0,0,0,1,30.94,60.0,15.001,304
304,2011-08-01,3,0,8,20,0,1,1,1,30.32,62.0,15.001,305
305,2011-11-06,4,0,11,15,0,0,0,1,22.88,51.0,12.998,306
306,2011-06-25,3,0,6,18,0,6,0,1,30.32,45.0,16.998,307
307,2011-08-24,3,0,8,7,0,3,1,1,26.6,64.0,6.003,308
308,2012-05-05,2,1,5,20,0,6,0,1,26.6,78.0,16.998,309
309,2011-11-11,4,0,11,17,1,5,0,1,18.54,39.0,22.003,310
310,2012-02-15,1,1,2,19,0,3,1,1,19.78,43.0,11.001,311
311,2012-07-15,3,1,7,19,0,0,0,1,30.32,84.0,15.001,312
312,2012-08-29,3,1,8,21,0,3,1,1,28.46,54.0,7.002,313
313,2011-06-09,2,0,6,7,0,4,1,2,30.32,79.0,8.998,314
314,2012-05-19,2,1,5,20,0,6,0,1,29.08,41.0,6.003,315
315,2012-09-26,4,1,9,12,0,3,1,1,29.08,61.0,15.001,316
316,2012-12-19,4,1,12,9,0,3,1,1,16.68,75.0,7.002,317
317,2011-05-11,2,0,5,7,0,3,1,1,22.88,72.0,12.998,318
318,2012-12-17,4,1,12,7,0,1,1,2,19.16,93.0,8.998,319
319,2011-10-11,4,0,10,16,0,2,1,2,26.6,73.0,11.001,320
320,2012-12-21,1,1,12,17,0,5,1,2,16.06,56.0,22.003,321
321,2012-01-29,1,1,1,16,0,0,0,1,19.16,21.0,27.999,322
322,2011-10-06,4,0,10,16,0,4,1,1,25.98,49.0,12.998,323
323,2012-01-07,1,1,1,11,0,6,0,1,18.54,57.0,15.001,324
324,2012-03-20,1,1,3,9,0,2,1,2,24.74,88.0,11.001,325
325,2011-06-13,2,0,6,16,0,1,1,1,29.7,37.0,27.999,326
326,2012-11-04,4,1,11,17,0,0,0,1,19.16,43.0,12.998,327
327,2011-09-04,3,0,9,19,0,0,0,1,30.94,70.0,12.998,328
328,2012-12-12,4,1,12,16,0,3,1,2,18.54,46.0,8.998,329
329,2011-07-12,3,0,7,7,0,2,1,1,31.56,55.0,12.998,330
330,2011-04-24,2,0,4,17,0,0,0,1,28.46,65.0,19.999,331
331,2012-10-13,4,1,10,19,0,6,0,1,21.64,44.0,11.001,332
332,2012-05-22,2,1,5,9,0,2,1,2,26.6,83.0,7.002,333
333,2012-05-18,2,1,5,11,0,5,1,1,27.22,43.0,0.0,334
334,2012-06-20,2,1,6,16,0,3,1,1,35.9,35.0,7.002,335
335,2011-06-06,2,0,6,20,0,1,1,1,29.08,61.0,8.998,336
336,2011-08-30,3,0,8,16,0,2,1,1,30.94,37.0,11.001,337
337,2011-09-15,3,0,9,7,0,4,1,2,27.22,78.0,12.998,338
338,2012-06-30,3,1,6,18,0,6,0,1,35.28,35.0,0.0,339
339,2011-05-08,2,0,5,11,0,0,0,1,25.98,49.0,6.003,340
340,2012-10-06,4,1,10,19,0,6,0,1,22.88,55.0,15.001,341
341,2011-07-13,3,0,7,20,0,3,1,1,29.7,84.0,11.001,342
342,2012-02-23,1,1,2,16,0,4,1,1,25.36,32.0,0.0,343
343,2012-11-21,4,1,11,12,0,3,1,1,21.64,41.0,12.998,344
344,2011-10-04,4,0,10,19,0,2,1,1,24.12,68.0,15.001,345
345,2011-04-22,2,0,4,8,0,5,1,2,18.54,53.0,16.998,346
346,2011-07-18,3,0,7,8,0,1,1,1,29.7,70.0,12.998,347
347,2012-09-08,3,1,9,9,0,6,0,1,29.7,74.0,26.003,348
348,2011-06-03,2,0,6,16,0,5,1,1,30.32,26.0,22.003,349
349,2012-05-07,2,1,5,9,0,1,1,2,23.5,82.0,15.001,350
350,2011-11-20,4,0,11,15,0,0,0,2,24.12,68.0,12.998,351
351,2012-03-18,1,1,3,19,0,0,0,1,25.36,64.0,11.001,352
352,2011-06-08,2,0,6,7,0,3,1,1,28.46,74.0,7.002,353
353,2012-04-05,2,1,4,7,0,4,1,1,18.54,49.0,12.998,354
354,2012-10-11,4,1,10,9,0,4,1,1,20.4,43.0,26.003,355
355,2012-12-16,4,1,12,13,0,0,0,2,19.78,76.0,12.998,356
